16,42,user,7,64e8bb3e76a1627f72854a19fb02741a,"",2013-12-27 09:55:20,2013-12-27 00:00:00,4,"0",1,joomla
17,42,user,7,316fb02cd9532560244931893469f373,"",2013-12-27 09:55:22,2013-12-27 00:00:00,3,"0",1,joomla
18,42,user,7,309100429eb048b7270de994a3f75a8a,"",2013-12-27 09:55:24,2013-12-27 00:00:00,2,"0",1,joomla
19,42,user,7,a50bf861d141fd410e72ede0f99de3a1,"",2013-12-27 09:55:27,2013-12-27 00:00:00,1,"0",1,joomla
20,42,user,7,e9d389d481a6bb85b9ef85dbbf6e6233,"",2013-12-27 09:55:29,2013-12-27 00:00:00,"0","0",1,joomla
21,44,user,8,97ac209581bfe9379f815fa44604b152.jpg,"",2013-12-27 10:01:33,"0000-00-00 00:00:00","0","0","0",joomla
22,44,user,9,4c443e51afbb0ec555b57da1fc89a1c4,"",2013-12-27 10:02:38,2013-12-27 10:02:38,8,"0",1,joomla
23,44,user,9,9ab933f5110c6e85ca47dd3c972ea26f,"",2013-12-27 10:02:41,2013-12-27 10:02:41,7,"0",1,joomla
24,44,user,9,87e091fbd0f1581d7a4d2ba12aae9020,"",2013-12-27 10:02:44,2013-12-27 10:02:44,6,"0",1,joomla
25,44,user,9,97ac209581bfe9379f815fa44604b152,"",2013-12-27 10:02:47,2013-12-27 10:02:47,5,"0",1,joomla
26,44,user,9,365add9a382006d4434e5e2297bc432f,"",2013-12-27 10:02:49,2013-12-27 10:02:49,4,"0",1,joomla
27,44,user,9,499d1acbdd416ee7366164d2a8a9634d,"",2013-12-27 10:02:53,2013-12-27 10:02:53,3,"0",1,joomla
28,44,user,9,936b504d7a01e6a1503e33408c7fe625,"",2013-12-27 10:02:56,2013-12-27 10:02:56,2,"0",1,joomla
29,44,user,9,81416762c63cee5aae197c40714fd578,"",2013-12-27 10:02:59,2013-12-27 10:02:59,1,"0",1,joomla
30,44,user,9,abca049c641b272616cf77e2944af76e,"",2013-12-27 10:03:01,2013-12-27 10:03:01,"0","0",1,joomla
31,46,user,10,"0d846256fd71ed41e3b38374823ebce1","",2013-12-27 10:34:01,2013-12-27 00:00:00,10,"0",1,joomla
32,46,user,10,1a57a56f16396ded4c4e45ab3035596d,"",2013-12-27 10:34:03,2013-12-27 00:00:00,9,"0",1,joomla
33,46,user,10,9ea689d091a21c52a85c9b79ad78188c,"",2013-12-27 10:34:05,2013-12-27 00:00:00,8,"0",1,joomla
34,46,user,10,41d915de769be0e4e208c674a0d18ee0,"",2013-12-27 10:34:07,2013-12-27 00:00:00,7,"0",1,joomla
35,46,user,10,3818ecb134e8e099b9852b7cb68854ae,"",2013-12-27 10:34:09,2013-12-27 00:00:00,6,"0",1,joomla
36,46,user,10,2257189b695e73e10f2c651343842cc6,"",2013-12-27 10:34:12,2013-12-27 00:00:00,5,"0",1,joomla
37,46,user,10,af422e3cc947373707141f2273431eef,"",2013-12-27 10:34:14,2013-12-27 00:00:00,4,"0",1,joomla
38,46,user,10,c3d2cde3b24bd09efd01328db5092dcc,"",2013-12-27 10:34:16,2013-12-27 00:00:00,3,"0",1,joomla
39,46,user,10,c45827dd209a461e16abed69355f6de8,"",2013-12-27 10:34:18,2013-12-27 00:00:00,2,"0",1,joomla
40,46,user,10,d21c1ddf0ec353076366af043bddc523,"",2013-12-27 10:34:20,2013-12-27 00:00:00,1,"0",1,joomla
41,46,user,10,f73dd5b6812a7b0128e0e629b1b92542,"",2013-12-27 10:34:22,2013-12-27 00:00:00,"0","0",1,joomla
42,46,user,11,316fb02cd9532560244931893469f373.jpg,"",2013-12-27 10:36:44,"0000-00-00 00:00:00","0","0","0",joomla
43,45,user,12,a50bf861d141fd410e72ede0f99de3a1.jpg,"",2013-12-27 10:45:39,"0000-00-00 00:00:00","0","0","0",joomla
44,43,user,13,b13839b40ad1aa8f6da0758d25f58f17.jpg,"",2013-12-27 10:48:03,"0000-00-00 00:00:00","0","0","0",joomla
