109,15,BENVENUTI...,3,"0","0","0","0",5,2460,"0","0","0",109,1210802409,67,"cosa sono ste foto sotto la solita frase ipocrita di apertura sito? vabbè che 6 figo con muta e surf, ma togli la foto da sotto le scritte chè altrimenti non si vedono (le sritte...)!!! in effetti ripensandoci è forse meglio così:silly:",tirapacchi,113,1210901170,62,"Ok!
Con la tua approvazione non cambio più!",Leo,"0",""
127,15,GIRO 2008!,"0","0","0","0","0",18,7952,"0","0","0",127,1211551248,67,"Ragazzi, cioè leo, com'è che non si è ancora aperto questo topic sul forum?????
domani si arriva a pampeago, la tensione è a mille!!! non dico per chi tifo, però...

   [img size=429]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/2_0027428_1_thumb2.jpg[/img] 

speriamo che per il maltempo non facciano cazzate con le prossime tappe, del tipo annullamenti o accorciamenti!!",tirapacchi,161,1212563771,62,"[quote]vivo per la bdc, lo sterrato non fa per me, neanche se trattasi di ciclocross...[/quote]

Non sai cosa ti perdi!!!!!!!!!!!!!!!;)",Leo,"0",""
152,15,NOMEASSOCIAZIONE,1,"0","0","0","0",4,2814,"0","0","0",152,1212135466,67,"Allora Leo ancora da definire il nome della associazione? NOMEASSOCIAZIONE mi sa davvero brutto:S , la mia proposta non è cambiata: LifeInTravel, oppure lifeintravel.it.
Mi piace anche SwetBike.
Per le escursioni non ho però capito se noleggiate solo il caschetto o anche la bici...

Intanto prepara la BDC per domenica, obiettivo Menador e Passo Vezzena. Ci sentiamo per questa e per le altre nostre faccende.

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/menadorforum.gif[/img] 

a presto",tirapacchi,162,1212564119,62,"[quote]... è voluto, perchè l'obbiettivo di quest'anno è datato 31 agosto...[/quote]

Bè, spero proprio di vederti lì davanti a tirarmi:silly: 

[quote]lì quest'anno darò battaglia, vedrai che faticherete.[/quote]

Si fatica anche se non darai battaglia! 25km di salita per arrivare a 2500m di altitudine: chi non farebbe fatica???

Certo che spero di non prendermi una broncopolmonite in cima aspettandoti troppo!!!!!!:evil: 

[quote]segnati la data[/quote]

Data segnata.",Leo,"0",""
183,15,sweat and fun bike,5,"0","0","0","0",3,3067,"0","0","0",183,1213266703,67,"passo stasera a portarti i miei documents... verso le sei - sei e dieci
ciaoB)",tirapacchi,185,1213356549,67,":laugh: tranquillo, ci si becca di sicuro quanto prima!!",tirapacchi,"0",""
196,15,Rientro da Les 2 alps,"0","0","0","0","0",6,3725,"0","0","0",196,1215420111,62,"Eccoci qui,
rientrato da un bellissimo week end lungo a Les 2 Alps per seguire mio fratello alla Granfondo di BDC La Marmotte, con Glandon, Telegraphe, Galibier e Alpe d'Huez da scalare. 

Due giornate fantastiche, mio fratello ha vinto :woohoo: in volata sull'olandese Dekker dopo aver provato a staccarlo sull'ultima mitica salita.

A breve inserirò un articolo più approfondito sui tre giorni passati in Francia,
purtroppo senza foto poichè non avevo la macchina fotografica.
:( 
:( :(",Leo,201,1215675512,67,"[b]Leo ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]Magari prima si potrebbe puntare a Mortirolo e Zoncolan! :blink: 
In fondo sono anche loro mitici e sono di casa nostra:P[/quote]

si, ma vuoi mettere il fascino delle salite francesi? troppo esotiche:woohoo:",tirapacchi,"0",""
205,15,manghen,"0","0","0","0","0",4,2800,"0","0","0",205,1216020767,67,":laugh: 
devo qui ringraziare il mio capitano per l'aiuto datomi sabato sulle rampe del manghen...

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/manghb.gif[/img] 

averlo avuto a 20m per tutta l'ascesa mi ha consentito di togliere 7'17'' al mio record (che ora è di 2h08'20'')..

grazie Leo!;)",tirapacchi,208,1216028158,62,"La sett prox???

Bè, vediamo...c'è tempo!

Ieri mio fratello ha fatto lo Zoncolan (ha vinto di nuovo!:P ) e mi ha detto che è da fare: strada asfaltata nuova e tutto nel bosco.
Lui ha montato il 29 e ha detto che ha fatto fatica.:ohmy: 

Forse per noi va bene la MTB!:S",Leo,"0",""
212,15,Lago Trenta,"0","0","0","0","0",4,3166,"0","0","0",212,1216659049,62,"Ieri io, tirapacchi e The best..ia abbiamo inaugurato la stagione delle escursioni in montagna con un facile trekking nelle Maddalene, da Malga Bordolona fino al lago Trenta, a cavallo tra val di Non e val d'Ultimo. Il tempo è stato pessimo e così non ci siamo fermati molto al lago. La zona è comunque tranquilla ed il percorso è stato interessante (soprattutto l'incontro tra Artù, il cane di The Best..ia e le vacche al pascolo, vedi sotto)

 [img size=498]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/IMG_0123.jpg[/img]",Leo,218,1216803309,67,":blush: ehm... :blush: ehm...
tra il resto l'attacco era talmente forte che non ho avuto il tempo di trovare un albero... :dry: ho dovuto accucciarmi alla meno peggio tra i rododendri...
:blush: ehm... però non sai che liberazione!!!!B)",tirapacchi,"0",""
214,15,granfondo gazzetta,"0","0","0","0","0",4,2996,"0","0","0",214,1216715247,67,"visto che avevo un po' di tempo sono andato a farmi un giro sul web... riguardo alle granfondo gazzetta, avevi ragione leo, sono solo 2, la dolomitistars tappa del giro e il lombardia. gli anni scorsi invece erano tre, c'era anche la milano-sanremo..

forza antonio allora! la bici in palio è bellissima, tutta in carbonio e montata SRAM top di gamma. un sogno.

 [img size=448]http://www.lifeintravel.it/media/kunena/attachments/legacy/images/bici_big.jpg[/img] 

se il fratellone la vince dagli in cambio la tua d'accordi gialla col nastro arancio leo, tanto a lui le gambe girano comunque... e poi la bici gliela danno in comodato!!;)",tirapacchi,219,1216830217,62,"[b]tirapacchi ha espresso, nel pieno possesso delle sue facoltà mentali, la seguente opinione:[/b]
[quote]
se è una questione di affetto... a pensarci bene anche il nastro non è male, una volta fattoci l'occhio;)[/quote]

Vabbè, non esagerare: il nastro fa proprio schifo! :S 

Ma stò cercando di sporcarlo il più in fretta possibile così poi lo cambio!:lol:",Leo,"0",""
220,15,dove 6?,"0","0","0","0","0",9,13789,"0","0","0",220,1217426676,67,"ti sei dato alla macchia B)  che tutto latita su questo sito? silenzio ovunque... viaggi, viaggi degli amici, news, FORUM, commenti... insomma, dobbiamo aspettare il rientro del brasilero per leggere qualcosa di nuovo?
forse leo stai lavorando troppo ;) !!!!

PS: we're still waiting for the translation of the last news!!!",tirapacchi,230,1217867980,62,"Bè, buon tempo sul menador, vai come un aereo in questo periodo, potresti fare la Charly Gaul domenica...;) 

Io ho fatto il giro proposto (alla fine sono \&quot;solo\&quot; 90km, pensavo un pochetti di più): prima Compet (Panarotta) da Vignola in una cinquantina di minuti e poi Menador in altrettanti. Anch'io ho accusato una leggera crisi al Belvedere, d'altronde lì è proprio dura!
Poi nel finale avevo una fame da lupo e mi sono fermato dal Sindech alla Fricca per un krapfen e una coca: la discesa l'ho fatta che era una meraviglia.

Poi ho passato tutta la domenica sul tetto di mio fratello per montare una parabola: in quella valle dimenticata da Dio era un'impresa trovare il segnale!:ohmy:",Leo,"0",""
231,15,Gran fondo Charly Gaul,"0","0","0","0","0",2,3501,"0","0","0",231,1218466036,62,"Ieri ho affrontato la mia prima gran fondo in bici da corsa sulle strade di casa:
la GF Charly Gaul con arrivo alle viote del monte Bondone.

In realtà io l'ho affrontata con lo spirito da ciclo-escursionista, per fare un giro in compagnia e testarmi su percorsi impegnativi (125km e 2900m di dislivello).
L'esperienza è stata positiva e mi sono divertito anche se devo dire che [b]la MTB è un'altra cosa[/b]!:laugh: :laugh: :laugh: 

A margine della mia presenza (molto più significativa!;) ) devo dire che il fratellone è riuscito finalmente a vincere dopo un 3° ed un 2° posto nelle precedenti due edizioni.

Ora si ritorna alle amate ruote grasse anche se magari un paio di gite con l'amico tirapacchi ci scappano ancora in BDC. Oppure cercherò di convertire anche lui alla MTB.;) ;)",Leo,232,1219062838,67,"[b]Leo:[/b]
[quote]Ora si ritorna alle amate ruote grasse anche se magari un paio di gite con l'amico tirapacchi ci scappano ancora in BDC. Oppure cercherò di convertire anche lui alla MTB.;) ;)[/quote]

intanto ieri mi hai cotto per bene, in BDC naturalmente! per le ruote grasse si può parlare di un giretto magari l'anno prossimo, ma io in mente ho ruote strettissime, a 8 bar!!!
complimanti al fratellone, e un po' anche al fratellino!",tirapacchi,"0",""
233,15,SITO,3,"0","0","0","0",9,13633,"0","0","0",233,1219914246,67,":S 
il sito latita Leo... sto ancora aspettando il racconto del viaggio sudamericano dell'ale... facile criticare e poi non scrivere nessun report quando se ne ha l'occasione.

per la foto di agosto io sono messo maluccio, spero di risolvere sullo stelvio sabato;)",tirapacchi,298,1279006775,67,":laugh:  :cheer:  :lol: 
un ritorno all'antico che a me piace moltissimo!!!
 B)  ;)  :)",tirapacchi,"0",""
260,13,Compagni di viaggio: in bici in Nuova Zelanda,"0","0","0","0","0",4,3927,1,"0","0",260,1236272589,97,"Ciao, complimenti per il sito e per i viaggi. Io sto preparando un viaggio in Nuova Zelanda da fare in bici (come ha fatto Leo)e mi chiedevo se ci fosse qualcuno che vorrebbe condividere l'esperienza! Il periodo sarà all'incirca tra dicembre 2009 - gennaio 2010.Inoltre volevo chiedere una cosa semi-tecnica:ho visto che la Nuova Zelanda è piuttosto ventosa,per non fare il giro tutto o quasi con il vento in faccia cosa mi conviene fare?(tipo costa ovest scendendo e risalendo dalla est o il contrario?)",Luka,263,1237023946,62,"In bocca al lupo e buon divertimento!;)",Leo,"0",""
279,15,Aggiornamento Trento Film Festival della montagna,"0","0","0","0","0",2,2766,"0","0","0",279,1273080671,118,"Lunedì sera  ho presenziato all'interessante serata presentata e condotta da Marino Bartoletti, intitolata [i]Scalatori e grimpeur. Fausto Coppi e Gino Bartali,gli eterni rivali[/i] alla quale hanno partecipato importanti figure del mondo ciclistico quali Francesco Moser, Marcello Osler e Maurizio Fondriest oltre ai figli dei due scomparsi campioni ed ai giornalisti Santini e Neri. L'iniziativa mi è risultata particolarmente gradevole grazie alla narrazione di episodi singolari legati alla vita di Coppi e Bartali, al dibattito sul rapporto fra ciclisti e montagna (che fatica andare in salita in bici:)) e alla proiezione di video d'epoca in bianco e nero recuperati chissà dove. Magistrale la conduzione della serata da parte di Bartoletti, indispensabile la narrazione  di certe giornate dei campioni da parte di Sergio Neri, emozionante l'intervento di Andrea Bartali ed in particolare di Faustino Coppi, rimasto orfano di padre all'età di quattro anni e mezzo.

Stasera incontro con Nico Favresse,specialista delle arrampicate sulle ""Big Wall"", mentre domani sera è in programma un'altra serata alpinistica intitolata [b]Himalaya, ieri ed oggi[/b] dove dibatteranno Kurt Diemberger, Krzysztof Wielicki e Ang Tshering Sherpa. Purtroppo mi è giunta voce che l'alpinista NIves Meroi non sarà presente per motivi familiari. L'evento si prospetta interessante anche se ormai i posti per assietere in diretta sono esauriti e l'unica possibilità è quella di seguire la serata dal teatro Cuminetti, sempre presso il Centro culturale Santa Chiara in audio e video diffusione.

Per gli appassionati di viaggi, avventura e ciclismo invece, segnalo per sabato mattina ore 11 presso  la Sala conferenze della Fondazione Cassa di Risparmio di Trento e Rovereto in Via Garibaldi, 33 a Trento, il meeting con Claude Marthaler, autore ginevrino del libro ""Lo zen e l'arte di andare in bicicletta"" oltre che del volume ""Il canto delle ruote"", a seguire l'equo-aperitivo a cura di Mandacarù Onlus.",saltatempo,283,1273226719,62,"Grazie delle tue preziose informazioni!
Sempre precisa e puntuale! (o quasi... :P )",Leo,"0",""
284,15,concorso letterario “Racconta il tuo viaggio”,"0","0","0","0","0",2,3703,"0","0","0",284,1274169947,67,"Segnalo il conocorso letterario “Racconta il tuo viaggio”, promosso dalla susat.
per maggiorni info www.susat.it",tirapacchi,285,1274200512,62,"Grazie della segnalazione!
Per completezza ricordo che il concorso è:

[quote] riservato agli studenti e ai dottorandi iscritti all’Università degli Studi di Trento e ai laureati e ai dottori di ricerca che hanno ottenuto il titolo negli anni accademici 2008/2009 o 2009/2010. Inoltre al Concorso possono partecipare anche gli studenti e i dottorandi iscritti ad un’altra Università italiana o estera purché residenti in provincia di Trento.[/quote]

come riportato nel [url=http://susat.it/wp/?page_id=634]bando[/url].",Leo,"0",""
305,15,quale guida di viaggio scegliere?!?,4,"0","0","0","0",1,2348,"0","0","0",305,1284398283,118,"Ho sempre prediletto le guide Lonely Planet per la loro disposizione grafica, le cartine e la moltitudine di informazioni al servizio del viaggiatore.
Qualche tempo fà, invece, mi è capitata fra le mani una Rough Guide e, nonostante le cartine leggermente meno dettagliate e specifiche di quelle Lonely, sono rimasta piacevolmente sorpresa per la semplicità e lo stile con il quale è strutturata! Ora stò usando tre guide Rough ed una Lonely per avere un po' di utili informazioni riguarda il sud est asiatico e devo dire che mi trovo quasi meglio con le Rough...voi che ne pensate?quale guida consigliereste ad un amico in partenza?
ciao ciao",saltatempo,305,1284398283,118,"Ho sempre prediletto le guide Lonely Planet per la loro disposizione grafica, le cartine e la moltitudine di informazioni al servizio del viaggiatore.
Qualche tempo fà, invece, mi è capitata fra le mani una Rough Guide e, nonostante le cartine leggermente meno dettagliate e specifiche di quelle Lonely, sono rimasta piacevolmente sorpresa per la semplicità e lo stile con il quale è strutturata! Ora stò usando tre guide Rough ed una Lonely per avere un po' di utili informazioni riguarda il sud est asiatico e devo dire che mi trovo quasi meglio con le Rough...voi che ne pensate?quale guida consigliereste ad un amico in partenza?
ciao ciao",saltatempo,"0",""
307,15,PRENOTARE un ostello online,1,"0","0","0","0",2,2866,"0","0","0",307,1285685682,118,"Solitamente per prenotare un ostello, cerco sempre il contatto diretto o via mail o via telefonica, ma per la sosta a Il Cairo mi sono affidata ad una di quelle agenzie di prenotazioni online, in questo caso hostelclub.com ... beh come prima esperienza, credo anche che sarà l'ultima! la prenotazione è andata a buon fine, pagamentro con carta di credito e pagamento fee di 2€ all'agenzia..i guai sono iniziati dopo: l'ostello non trovava la prenotazione (e per fortuna l'ho contattato prima della partenza!) così gliel'ho inoltrata via email..la risposta del gestore è stata quella che i prezzi non erano reali, ma ben più alti e che c'era stato un errore di sistema ed inoltre la stanza che io avevo richiesto era già stata occupata! Colta impreparata, ho modificato via mail direttamente con il gestore dell'ostello la camera, ma non ho più ricevuto risposta..così ho cercato di annullare la prenotazione sicura ormai di perdere almeno quei 5€ dell'acconto+fee, ma il sito non me lo ha permesso..così disperata ho scritto a hostelsclub e mi hanno rispostoa tempo record dicendomi di avere pazienza che stavano cercando di risolvere..ora sono in attesa..speriamo bene.. si ma che sfiga!",saltatempo,308,1285705605,118,"ok risolto tutto direi...o quasi!!!prezzo aumentato e pick up a disposizione..si grazie tante però...
servizio online assolutamente bocciato!!!!!",saltatempo,"0",""
331,4,1 tappa Nakhom pathon,"0","0","0","0","0",1,"0",1,"0","0",331,1291088111,118,[attachment=47]nakhon_pathom.jpg[/attachment],saltatempo,331,1291088111,118,[attachment=47]nakhon_pathom.jpg[/attachment],saltatempo,"0",""
332,4,2 tappa nakhon pathom-kanchanaburi,"0","0","0","0","0",1,1,1,"0","0",332,1291089870,118,[attachment=48]kanchanaburi.jpg[/attachment],saltatempo,332,1291089870,118,[attachment=48]kanchanaburi.jpg[/attachment],saltatempo,"0",""
339,4,3-4-5 tappa,"0","0","0","0","0",3,1,5,"0","0",339,1291765134,118,"[attachment=56]IMG_4525.jpg[/attachment]

[attachment=57]IMG_4766.jpg[/attachment]

[attachment=58]IMG_4566.jpg[/attachment]",saltatempo,341,1291791989,118,[attachment=60]IMG_4963.jpg[/attachment],saltatempo,"0",""
342,4,chon daen and so on,"0","0","0","0","0",1,"0",2,"0","0",342,1291864700,118,"[attachment=62]IMG_5938.jpg[/attachment]

[attachment=63]IMG_6053.jpg[/attachment]",saltatempo,342,1291864700,118,"[attachment=62]IMG_5938.jpg[/attachment]

[attachment=63]IMG_6053.jpg[/attachment]",saltatempo,"0",""
343,4,oudomxay- luang prabang,"0","0","0","0","0",3,9,5,"0","0",343,1291937821,118,"[attachment=64]DSC_0106.jpg[/attachment]

[attachment=65]DSC_0184.jpg[/attachment]",saltatempo,345,1291940563,118,"[attachment=67]DSC_0009.jpg[/attachment]

[attachment=68]DSC_0095.jpg[/attachment]",saltatempo,"0",""
347,4,"ban maes sae, doi suthep, khun chae","0","0","0","0","0",1,9,2,"0","0",347,1291976911,118,"[attachment=69]IMG_9755.jpg[/attachment]

[attachment=70]IMG_8732.jpg[/attachment]

[attachment=71]IMG_0312.jpg[/attachment]",saltatempo,347,1291976911,118,"[attachment=69]IMG_9755.jpg[/attachment]

[attachment=70]IMG_8732.jpg[/attachment]

[attachment=71]IMG_0312.jpg[/attachment]",saltatempo,"0",""
348,15,Orsi dal collare in gabbia??? NO GRAZIE!!!,1,"0","0","0","0",4,3257,5,"0","0",348,1292043095,118,"Viaggiando in lungo e largo per la Thailandia, ci è sempre sembrato che si avesse un gran rispetto per la Natura e gli ambienti considerati parchi nazionali o aree protette. Purtroppo, durante il nostro tragitto lungo una strada secondaria, siamo stati totalmente smentiti da un folle incontro. 
In un [b]Wildlife Sanctuary[/b] chiamato [b]Mae Tuen[/b] e situato sulla strada che da Tak attraversa le montagne fino a Mae Ramat, nei pressi del confine birmano, due orsi dal collare, un cucciolo e un adulto sono detenuti in due differenti prigioni.
Il cucciolo si trova in una gabbia di 1,5 metro x 1,5 metro con due scodelle, una per il cibo e una per l'acqua ed una piccola panca costruita di bambù sulla quale si può sdraiare. Le possibilità di movimento per lui sono ridotte e limitate alle semplici azioni per la sopravvivenza: bere, mangiare e dormire!

[center][attachment=72]IMG_7090.jpg[/attachment][/center]

Noi siamo andati a trovarlo la sera e la mattina successiva, prima di lasciare questo paradiso naturalistico dove due creature di tale bellezza sono costrette a vivere in questo stato. Entrambe le volte abbiamo notato la scodella del cibo completamente vuota e quella dell'acqua con meno di un dito di liquido quasi imputridito, inoltre, in mattinata, l'orsetto era tutto tremante e faceva una gran pena vedere questo animale della foresta, potersi muovere solo avanti ed indietro, mentre, nell'immaginario collettivo,l'orso corre, si alaza in piedi lungo i tronchi in cerca di insetti e miele e si gratta la schiena sulla ruvida corteccia...:angry:

[center][attachment=73]IMG_7084.jpg[/attachment][/center]

L'ungulato adulto invece è rimasto sempre fermo nella stessa posizione, sdraiato in terra, smunto, il muso e il naso spellati e l'espressione persa nel nulla. La sua prigione è molto più grande: ha barriere di cemento, nessun cenno di vegetazione e, ahimè, noi non abbiamo visto nè cibo, nè acqua.


[center][attachment=74]DSC_0097.jpg[/attachment]

[attachment=75]DSC_0096.jpg[/attachment][/center]

Ho scritto un mail al WWf sperando mi rispondano, anche solo per dirmi che non possono far nulla,ma almeno saperlo...dannazione a chi non rispetta gli animali..:angry: :angry: :angry: :sick: 

[center][attachment=76]DSC_0084.jpg[/attachment][/center]

[i][b]Chiunque abbia qualche altro suggerimento da darmi per far qualcosa di utile alla loro situazione, mi faccia un fischio!!!![/b][/i];)",saltatempo,352,1292785677,62,"E' stato effettivamente mortificante vedere questi orsi in gabbie tanto piccole (sia il cucciolo che quello adulto!), soprattutto se si pensa al fatto che si trovino in un wildlife sanctuary...:angry:",Leo,"0",""
354,13,Nuova Zelanda in MTB...compagni cercasi!,1,"0","0","0","0",1,3693,"0","0","0",354,1292988729,296,"sto organizzando per il mese di febbraio un viaggio in Nuova Zelanda, in mtb, cerco compagni per fare da nor a sud durata da definirsi :)",sergio beltra,354,1292988729,296,"sto organizzando per il mese di febbraio un viaggio in Nuova Zelanda, in mtb, cerco compagni per fare da nor a sud durata da definirsi :)",sergio beltra,"0",""
