16,4,"0",Ciclabili Trentino,ciclabili-trentino,"0",1048,99,http://www.lifeintravel.it/guida-agli-itinerari-ciclabili-del-trentino-da-scaricare-gratis.html,"0",144,"","","0",7,"Dolomitilagoraibike, mtb, trentino","{""imageurl"":""images\/banners\/cicloguida-ciclabili-trentino-340x100px.gif"",""width"":340,""height"":"""",""alt"":""Cicloguida Ciclabili del Trentino""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-09-12 13:17:30,*,"0","",2015-11-02 20:15:18,62,2
17,4,"0",Raduno 2016,raduno-2016,"0",858438,1282,http://www.lifeintravel.it/raduno-lifeintravel-in-mtb-sullle-orobie-9-11-settembre-2016.html,-2,140,"<div>&nbsp;</div>","","0",7,"orobie, bike weekend","{""imageurl"":""images\/banners\/raduno-2016.gif"",""width"":360,""height"":180,""alt"":""Bike Week end 2016""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2016-08-01 13:17:00,*,"0","",2016-08-02 07:09:58,62,3
19,9,"0",Guida Cicloculturale Val Pusteria,guida-cicloculturale-val-pusteria,"0",29934,208,https://www.innos.at/guida-cicloculturale/,-2,123,"<div>&nbsp;</div>","","0",1,"","{""imageurl"":""images\/banners\/2018\/guida-cicloculturale-val-pusteria.jpg"",""width"":970,""height"":226,""alt"":""Guida Cicloculturale Val Pusteria""}","0","",-1,1,1,"0","0000-00-00 00:00:00",2018-08-27 01:00:00,"0000-00-00 00:00:00","0000-00-00 00:00:00",2018-08-27 01:01:06,it-IT,"0","",2018-08-27 09:50:08,62,6
20,4,"0",Scandibike,scandibike,"0",28899454,13728,http://www.lifeintravel.it/tag/scandibike.html,1,147,<div>Viaggio in bici in Norvegia</div>,"","0",1,scandibike,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/norvegia-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Scandibike - Norvegia in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-12-21 09:04:53,*,"0","",2016-07-25 14:20:51,62,5
21,4,"0",Asia in bici,asia-in-bici,"0",28896700,10407,http://www.lifeintravel.it/tag/asia-in-bici.html,1,148,<div>Cicloturismo in bici in Asia</div>,"","0",11,"","{""imageurl"":""images\/banners\/viaggi-leo-vero\/asia-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Asia in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-12-21 09:49:11,it-IT,"0","",2016-07-25 14:29:49,62,4
22,4,"0",Transitalia,transitalia,"0",28896848,20588,http://www.lifeintravel.it/tag/transitalia.html,1,149,<div>Cicloturismo in Italia</div>,"","0",1,scandibike,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/appennini-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Transitalia - Italia in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-12-21 10:12:38,*,"0","",2016-07-25 14:29:12,62,3
23,4,"0",Albania,albania,"0",25125187,8919,http://www.lifeintravel.it/tag/albania-in-bici.html,1,150,<div>Cicloturismo in Albania</div>,"","0",13,albania,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/albania-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Albania in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-12-21 10:51:39,*,"0","",2016-07-25 15:26:56,62,4
24,10,"0",MTB in Trincea,mtb-in-trincea,"0",10052,455,http://www.amazon.it/gp/product/B00NF2V6SK/ref=as_li_qf_sp_asin_tl?ie=UTF8&camp=3370&creative=23322&creativeASIN=B00NF2V6SK&linkCode=as2&tag=lifeintravel-21,-2,123,MTB in Trincea: 12 itinerari in un libro,"","0",2,"","{""imageurl"":""images\/banners\/mtb-in-trincea.gif"",""width"":400,""height"":332,""alt"":""Acquista il libro MTB in Trincea""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2015-02-16 10:50:52,*,"0","",2015-02-16 11:19:09,62,3
26,11,"0",SimonettaBikeTours,simonettabiketours,"0",2747,422,http://www.simonettabiketours.it/,-2,107,Tour Operator specializzato in viaggi in bici - Banner quadrato articolo,"","0",5,"","{""imageurl"":""images\/banners\/pubblicita\/sbt-banner-square01.png"",""width"":345,""height"":291,""alt"":""Simonetta Bike Tours""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2015-04-09 18:22:41,2015-05-10 20:22:46,"0000-00-00 00:00:00",2015-03-27 12:34:58,*,"0","",2015-04-09 20:23:06,62,5
27,8,"0",Bicicletta Michelin 2015,bicicletta-michelin-2015,"0",27438,969,http://bicicletta.michelin.it,-2,132,Pneumatici da bici Michelin,"","0",2,"","{""imageurl"":""images\/banners\/pubblicita\/michelin_pro4_728x90.jpg"",""width"":728,""height"":90,""alt"":""Pneumatici da bici Michelin""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2015-04-12 22:00:00,2015-07-12 21:59:59,"0000-00-00 00:00:00",2014-04-30 07:49:00,*,"0","",2015-07-06 14:41:31,62,4
28,4,"0",Maglietta LIT Home,maglietta-lit,"0",480821,2663,http://www.lifeintravel.it/maglietta-life-in-travel-la-liberta-di-pedalare.html,1,107,"<div>&nbsp;</div>","",1,2,"","{""imageurl"":""images\/banners\/magliette-360x138.gif"",""width"":360,""height"":"""",""alt"":""Ordina la tua maglietta lifeintravel.it""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-03-02 16:12:52,*,"0","",2016-09-26 15:40:51,62,14
29,20,"0",Visit Rovereto - Real Web,visit-rovereto-real-web,"0",1123460,3081,https://www.visitrovereto.it/via-claudia-augusta/?utm_campaign=cicloturismo20&utm_medium=display&utm_source=lifeintravel&utm_content=banner,1,107,<p>Visit Rovereto - Via Claudia Augusta</p>,"","0",4,"","{""imageurl"":""images\/banners\/2020\/IT_lifeintravel_360x320.jpg"",""width"":360,""height"":"""",""alt"":""Visit Rovereto""}","0","",1,1,1,"0","0000-00-00 00:00:00",2020-06-30 22:00:00,2020-07-31 22:00:00,"0000-00-00 00:00:00",2020-06-23 07:34:14,*,"0","",2020-07-31 08:12:17,62,15
30,12,"0",Girolibero Tutte le pagine,girolibero,"0",217,126,http://www.girolibero.com/,-2,107,Viaggi in bici più hotel,"","0",7,"","{""imageurl"":""images\/banners\/pubblicita\/girolibero_1000x150px.gif"",""width"":1000,""height"":"""",""alt"":""Giro Libero viaggi in bici""}","0","",-1,1,1,"0","0000-00-00 00:00:00",2020-06-23 12:46:06,2015-08-02 21:59:00,"0000-00-00 00:00:00",2015-05-29 22:34:14,*,"0","",2015-07-01 14:33:02,62,6
31,4,"0",Itinerari ciclabili del Trentino,itinerari-ciclabili-del-trentino,"0",2566177,3441,http://www.lifeintravel.it/guida-agli-itinerari-ciclabili-del-trentino-da-scaricare-gratis.html,1,123,Guida alle ciclabili del Trentino da scaricare gratis,"","0",3,"","{""imageurl"":""images\/banners\/pubblicita\/banner-guida-ciclabili-trentino.jpg"",""width"":360,""height"":281,""alt"":""Guida da scaricare gratis""}","0","",-1,1,1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2015-06-16 16:22:43,*,"0","",2015-06-16 16:25:39,62,2
32,4,"0",Raduno 2015,raduno-2015,"0",473152,2970,http://www.lifeintravel.it/2-bike-week-end-life-in-travel.html,-2,140,Bike Week end lifeintravel,"","0",18,"","{""imageurl"":""images\/banners\/pubblicita\/raduno-tesino.gif"",""width"":360,""height"":221,""alt"":""Bike Week end lifeintravel""}","0","",-1,1,1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2015-06-16 16:22:43,*,"0","",2015-07-16 07:49:47,62,5
33,13,"0",MG KVis 4 you,mg-kvis-4-you,"0",241773,569,http://www.mgkvis.it,-2,161,MGKVis: prodotti per lo sport,"","0",1,"","{""imageurl"":""images\/banners\/pubblicita\/mgkvis4you.jpg"",""width"":728,""height"":90,""alt"":""MG KVis Prodotti per lo Sport""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00",2015-09-06 15:45:38,"0000-00-00 00:00:00",2015-07-20 05:09:41,*,"0","",2015-09-06 15:45:42,62,4
34,4,"0",Immagimondo 2015,immagimondo-2015,"0",86907,294,http://www.immagimondo.it/,1,162,Immagimondo 2015,"","0",2,"","{""imageurl"":""images\/banners\/pubblicita\/300x250.gif"",""width"":300,""height"":250,""alt"":""Festival Immagimondo 2015""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2015-07-27 22:05:00,*,"0","",2015-07-28 08:18:28,62,5
35,4,"0",Ande in bici,ande-in-bici,"0",25123179,6476,https://www.lifeintravel.it/ande-in-bici-viaggio-attraverso-il-continente-sudamericano.html,1,163,"","","0",20,"","{""imageurl"":""images\/banners\/viaggi-leo-vero\/ande-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Dal Per\u00f9 all'Argentina""}","0","",-1,"0","0","0","0000-00-00 00:00:00",2016-07-24 22:44:00,"0000-00-00 00:00:00","0000-00-00 00:00:00",2015-08-03 07:45:08,it-IT,"0","",2020-12-15 18:15:13,62,3
36,23,"0",Givi Bike,givi-bike,"0",236195,847,https://www.givi-bike.com/? utm_source=https://www.lifeintravel.it/&utm_medium=prestitial1200x320&utm_content=LIFE_IN_TRAVEL&utm_campaign=IT,1,161,"","",1,1,"","{""imageurl"":""images\/banners\/2022\/givi-2022.gif"",""width"":1200,""height"":"""",""alt"":""Givi Bike""}","0","",-1,1,1,"0","0000-00-00 00:00:00",2022-04-27 02:08:17,2022-05-31 08:08:07,"0000-00-00 00:00:00",2022-04-26 22:18:00,*,"0","",2022-05-10 13:53:59,62,21
37,14,"0",Spot,spot,"0",4256,350,http://share.findmespot.com/shared/faces/viewspots.jsp?glId=0qW3cBcCE0qht4LvyoeHfXOGfVvWyMRpI,-2,146,Spot,"",1,1,"Gialdini, abbigliamento sportivo","{""imageurl"":""images\/banners\/pubblicita\/spot-s.jpg"",""width"":82,""height"":98,""alt"":""Spot""}","0","",1,1,1,"0","0000-00-00 00:00:00",2015-11-26 23:23:59,"0000-00-00 00:00:00","0000-00-00 00:00:00",2014-02-17 17:09:27,*,"0","",2015-11-27 07:51:20,62,8
38,15,"0",Trentino Marketing 2016,trentino-marketing-2016,"0",167636,361,https://www.visittrentino.it/it/esperienze/bici-e-bike?utm_source=lifeintravel.it&utm_medium=1365x205&utm_campaign=estate_it,-2,122,"<div>&nbsp;</div>","","0",21,"","{""imageurl"":""images\/banners\/pubblicita\/trentino2016\/1365x205.jpg"",""width"":1440,""height"":"""",""alt"":""Esperienze bici e bike in Trentino""}","0","",1,1,1,"0","0000-00-00 00:00:00",2016-05-15 22:00:00,2016-08-15 22:00:00,"0000-00-00 00:00:00",2016-05-12 17:48:25,*,62,"",2016-09-02 07:07:10,62,10
39,12,"0",Girolibero2016,girolibero2016,"0",1930747,2033,http://www.girolibero.it/?utm_source=life_in_travel&utm_medium=banner&utm_campaign=girolibero_lifeintravel,-2,107,"<div>&nbsp;</div>","","0",8,"","{""imageurl"":""images\/banners\/pubblicita\/girolibero2016\/girolibero.gif"",""width"":728,""height"":"""",""alt"":""Vacanze in bici con Girolibero""}","0","",-1,1,1,"0","0000-00-00 00:00:00",2020-06-23 12:46:06,2016-08-14 13:15:36,"0000-00-00 00:00:00",2016-05-17 06:05:31,*,62,"",2016-09-15 17:04:53,62,3
40,16,"0",Timodore,timodore,"0",1040295,230,http://timodore.it/,-2,161,"<div>&nbsp;</div>","","0",2,"","{""imageurl"":""images\/banners\/pubblicita\/timodore-300x250.jpg"",""width"":300,""height"":250,""alt"":""Timodore""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2016-07-03 22:00:00,2016-09-15 22:00:00,"0000-00-00 00:00:00",2016-07-01 11:50:00,*,62,"",2016-09-15 17:06:12,62,8
41,4,"0",Marocco,marocco,"0",25123090,6502,http://www.lifeintravel.it/tag/alto-atlante.html,1,165,<div>Viaggio in bici in Marocco</div>,"","0",1,marocco,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/marocco-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Marocco in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2014-12-21 09:04:53,*,"0","",2016-07-25 15:15:33,62,6
43,17,"0",Avventure in bicicletta,avventure-in-bicicletta,"0",229554,964,http://radiofrancigena.com/podcast/avventure-in-bicicletta/,1,107,"<div>&nbsp;</div>","","0",5,"","{""imageurl"":""images\/banners\/radiofrancigena.gif"",""width"":360,""height"":"""",""alt"":""Avventure in bicicletta - Radio Francigena""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2016-09-26 14:39:29,*,62,"",2016-09-26 15:41:28,62,3
44,18,"0",Assicurazione InterMundial,assicurazione-intermundial,"0",1444081,660,https://www.intermundial.it/?utm_source=LifeinTravel&utm_medium=afiliaci%C3%B3n&utm_campaign=BloggerItalia&utm_content=Banner,1,107,"<div>&nbsp;</div>","","0",6,"","{""imageurl"":""images\/banners\/pubblicita\/intermundial\/Banner_LifeinTravel.jpg"",""width"":336,""height"":280,""alt"":""Assicurazione di viaggio raccomandata da Life in Travel""}","0","",-1,"0","0","0","0000-00-00 00:00:00",2016-10-16 22:17:00,2017-04-17 22:17:16,"0000-00-00 00:00:00",2016-10-17 12:14:32,*,62,"",2016-10-20 07:47:45,62,5
45,4,"0",Podcast,podcast,"0",16523153,5132,https://www.lifeintravel.it/podcast-di-viaggi-in-bici.html,1,138,"","<a href=""index.php?option=com_k2&view=item&id=4527:storieapedali-il-podcast-di-viaggi-in-bici-e-cicloviaggiatori"" ""Podcast di Life in Travel""><img src=""images/banners/2020/banner-podcast-880-200.jpg"" height=""auto"" width=""100%""></a>","0",1,"","{""imageurl"":""images\/banners\/2020\/banner-podcast-h_880-200.jpg"",""width"":880,""height"":200,""alt"":""Podcast""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2020-04-10 22:28:27,it-IT,62,"",2021-01-29 19:06:06,62,13
46,4,"0",Bikethesouth,bikethesouth,"0",22659750,4597,http://www.lifeintravel.it/tag/bikethesouth.html,1,167,<div>Viaggio in bici in Sudafrica e Lesotho</div>,"","0",1,"bikethesouth, sudafrica in bici","{""imageurl"":""images\/banners\/viaggi-leo-vero\/sudafrica-in-bici.jpg"",""width"":360,""height"":100,""alt"":""Bike the south - Sudafrica e Lesotho in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2017-03-05 09:04:00,*,"0","",2017-09-21 15:46:21,62,7
47,4,"0",Raduno 2017,raduno-2017,"0",24406,483,http://www.lifeintravel.it/4-raduno-lifeintravel-mtb-sull-adamello-1-3-settembre-2017.html,-2,140,"<div>&nbsp;</div>","","0",7,"adamello, bike weekend","{""imageurl"":""images\/banners\/banner-2017.gif"",""width"":350,""height"":233,""alt"":""Bike Week end 2017""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2017-07-06 13:17:00,*,"0","",2017-07-10 09:35:42,62,5
48,4,"0",Iberiabike,iberiabike,"0",11306243,2012,https://www.lifeintravel.it/spagna-in-bici-itinerario-attraverso-la-penisola-iberica.html,1,201,"<div>Viaggio in bici in&nbsp;Spagna</div>","","0",1,iberiabike,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/iberiabike.jpg"",""width"":360,""height"":100,""alt"":""Iberiabike - Spagna in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2020-02-09 00:00:00,2020-01-08 09:04:53,it-IT,"0","",2021-02-06 09:21:51,62,9
49,4,"0",Noplansjourney,noplansjourney,"0",5444400,1295,http://www.lifeintravel.it/index.php?option=com_k2&view=itemlist&task=tag&tag=noplansjourney,-2,202,<div>Viaggio in bici in Europa</div>,"","0",1,iberiabike,"{""imageurl"":""images\/banners\/viaggi-leo-vero\/noplansjourney.jpg"",""width"":360,""height"":100,""alt"":""Noplansjourney - Europa in bici""}","0","",-1,"0","0","0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2020-02-09 00:00:00,2020-01-08 09:04:53,it-IT,"0","",2020-11-25 08:36:53,62,10
50,21,"0",Komoot,komoot,"0",490468,1453,https://www.komoot.it/account/gift?code=LIT2021,1,135,"","","0",24,"","{""imageurl"":""images\/banners\/2021\/2104-lifeintravel-banner-970x250.jpg"",""width"":970,""height"":"""",""alt"":""Traccia la tua avventura con Komoot""}","0","",-1,1,1,"0","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",2021-05-29 00:00:00,2021-04-28 07:52:18,*,62,"",2021-05-01 12:41:41,62,5
51,5,"0",Tour Transalp,transalp,"0",426940,1209,https://tour.lifeintravel.it/viaggio-in-bici-dalle-dolomiti-al-garda-guidato.html,1,132,<p>Tour Transalp Life in Travel</p>,"","0",2,"","{""imageurl"":""images\/banners\/2022\/progetto-promo-transalp.gif"",""width"":1200,""height"":"""",""alt"":""Tour Transalp in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-06-26 07:52:00,2022-01-21 00:00:00,2014-04-30 07:49:00,*,"0","",2021-12-21 11:13:04,118,4
52,5,"0",Tour Val D'Orcia,tour-val-d-orcia,"0",160243,556,https://tour.lifeintravel.it/viaggio-gravel-in-val-d-orcia-toscana-tour-guidato.html,1,132,<p>Tour Val d'Orcia Life in Travel</p>,"","0",2,"","{""imageurl"":""images\/banners\/2022\/banner-val-d-orcia_AUTUNNO.gif"",""width"":1200,""height"":"""",""alt"":""Tour Val d'Orcia in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-10-01 07:52:00,2022-01-21 00:00:00,2014-04-13 07:49:00,*,"0","",2022-08-10 08:31:35,62,6
53,5,"0",Weekend Brunello,weekend-brunello,"0",150732,491,https://tour.lifeintravel.it/brunello-gravel-week-end-in-toscana-guidato.html,1,132,<p>Weekend Val d'Orcia Life in Travel</p>,"","0",2,"","{""imageurl"":""images\/banners\/2022\/progetto-promo-weekend-val-d-orcia.gif"",""width"":1200,""height"":"""",""alt"":""Weekend Val d'Orcia in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-04-17 07:52:00,2022-01-22 00:00:00,2014-04-13 07:49:00,*,"0","",2021-12-22 15:35:53,118,6
54,5,"0",Tour dei Castelli,tour-dei-castelli,"0",180721,499,https://tour.lifeintravel.it/viaggio-gravel-in-lombardia-castelli-guidato.html,1,132,<p>Tour dei Castelli Life in Travel</p>,"","0",2,"","{""imageurl"":""images\/banners\/2022\/banner-tour-castelli_AUTUNNO.gif"",""width"":1200,""height"":"""",""alt"":""Tour dei Castelli in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-10-04 07:52:00,2022-01-22 00:00:00,2014-04-13 07:49:00,*,"0","",2022-08-10 08:32:15,62,8
55,5,"0",Tour dei Laghi,tour-dei-laghi,"0",170447,763,https://tour.lifeintravel.it/viaggio-in-bici-dalle-lago-d-iseo-al-garda-guidato.html,1,132,<p>Tour dei Laghi Life in Travel</p>,"","0",25,"","{""imageurl"":""images\/banners\/2022\/banner-tour-laghi.gif"",""width"":1200,""height"":"""",""alt"":""Tour dei Laghi in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-05-08 07:52:00,2022-01-24 00:00:00,2021-12-24 16:48:00,*,12096,"",2021-12-24 16:49:14,12096,2
56,5,"0",Weekend Franciacorta,weekend-franciacorta,"0",169725,599,https://tour.lifeintravel.it/weekend-bikepacking-franciacorta-lago-d-iseo-guidato.html,1,132,<p>Tour Franciacorta e Lago Iseo Life in Travel</p>,"","0",26,"","{""imageurl"":""images\/banners\/2022\/banner-tour-lago.gif"",""width"":1200,""height"":"""",""alt"":""Tour Frabciacorta e Iseo in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-05-08 07:52:00,2022-01-24 00:00:00,2021-12-24 17:00:59,*,12096,"",2021-12-24 17:02:26,12096,2
57,5,"0",Weekend Colline Moreniche,weekend-colline-moreniche,"0",169498,782,https://tour.lifeintravel.it/colline-moreniche-del-Garda-in-bici-tour-guidato.html,1,132,<p>Tour Colline Moreniche Life in Travel</p>,"","0",27,"","{""imageurl"":""images\/banners\/2022\/banner-tour-colline.gif"",""width"":1200,""height"":"""",""alt"":""Tour Colline Moreniche in bici""}","0","",-1,-1,-1,"0","0000-00-00 00:00:00",2021-12-14 08:52:00,2022-05-08 07:52:00,2022-01-24 00:00:00,2021-12-24 17:02:45,*,12096,"",2021-12-24 17:03:45,12096,2
