34,"0",Bici da viaggio ed equipaggiamento,bici-da-viaggio-ed-equipaggiamento,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Consigli su bici, accessori e prodotti per il cicloturismo","","","","0",lastpost,default,"0","0","0","0","0","0",{}
35,34,Bici da viaggio,bici-da-viaggio,"","0","0",joomla.level,1,1,1,8,1,1,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Tutto sulle bici da viaggio: modelli, consigli, informazioni, prezzi","","","","0",lastpost,default,39,198,6533,8758,1662986322,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
36,34,Componenti ed accessori,componenti-ed-accessori,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Portapacchi, luci, borse, gomme, carrelli... tutto per un cicloviaggio","","","","0",lastpost,default,25,119,6540,8774,1669222979,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
37,34,Abbigliamento,abbigliamento,"","0","0",joomla.level,1,1,1,8,1,4,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Casco, scarpe, intimo e tecnico... tutto sull'abbigliamento adatto al cicloturismo","","","","0",lastpost,default,3,9,6464,8593,1628937373,"0",{}
38,34,Tecnologia,tecnologia,"","0","0",joomla.level,1,1,1,8,1,5,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Macchine fotografiche, gps, ciclocomputer, videocamere, app, notebook....","","","","0",lastpost,default,1,2,6101,8008,1570205423,"0",{}
39,14,Viaggi a piedi,viaggi-a-piedi,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Un altro modo di viaggiare lentamente e godersi il paesaggio e il territorio,"","","","0",lastpost,default,"0","0","0","0","0","0",{}
40,38,Foto e video,foto-e-video,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Macchine fotografiche e videocamere,"","","","0",lastpost,default,"0","0","0","0","0","0",{}
41,38,Ciclocomputer e altro,notebook-ciclocomputer-e-altro,"","0","0",joomla.level,1,1,1,8,1,3,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Computer, smartphone, tablet, cardiofrequenzimetri e tutta la tecnologia da cicloviaggio","","","","0",lastpost,default,1,2,6501,8681,1645172478,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
42,34,Campeggio,campeggio,"","0","0",joomla.level,1,1,1,8,1,3,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Tende, sacchi a pelo, fornelletti e tutta l'attrezzatura da campeggio per il cicloturismo","","","","0",lastpost,default,5,26,6355,8380,1607851055,"0",{}
43,32,Abruzzo,abruzzo,"","0","0",joomla.level,1,1,1,8,1,1,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Abruzzo... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,-5,9,742,8749,1660137210,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
44,32,Basilicata,basilicata,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Basilicata... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,-1,9,923,1204,1500634643,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
45,32,Calabria,calabria,"","0","0",joomla.level,1,1,1,8,1,3,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Calabria... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,-1,"0","0","0","0","0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
46,32,Campania,campania,"","0","0",joomla.level,1,1,1,8,1,4,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Campania... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,"0","0","0","0","0","0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
47,32,Emilia Romagna,emilia-romagna,"","0","0",joomla.level,1,1,1,8,1,6,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Emilia Romagna... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,1,4,6496,8656,1642087003,"0",{}
48,32,Friuli Venezia Giulia,friuli-venezia-giulia,"","0","0",joomla.level,1,1,1,8,1,7,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Friuli Venezia Giulia... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,1,8,1405,8704,1648226243,"0",{}
49,32,Lazio,lazio,"","0","0",joomla.level,1,1,1,8,1,8,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Abruzzo... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,2,6,6409,8513,1623186154,"0",{}
50,32,Liguria,liguria,"","0","0",joomla.level,1,1,1,8,1,9,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Liguria... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,1,5,6459,8582,1627824991,"0",{}
51,32,Lombardia,lombardia,"","0","0",joomla.level,1,1,1,8,1,5,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Lombardia... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,11,63,6532,8756,1662713712,"0",{}
52,32,Marche,marche,"","0","0",joomla.level,1,1,1,8,1,10,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici nelle Marche... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,"0","0","0","0","0","0",{}
53,32,Molise,molise,"","0","0",joomla.level,1,1,1,8,1,11,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Molise... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,"0","0","0","0","0","0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
54,32,Piemonte,piemonte,"","0","0",joomla.level,1,1,1,8,1,12,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Piemonte... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,1,1,6456,8562,1626256381,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
55,32,Puglia,puglia,"","0","0",joomla.level,1,1,1,8,1,13,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Puglia... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,3,8,912,1181,1490627157,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
56,32,Saradegna,saradegna,"","0","0",joomla.level,1,1,1,8,1,14,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Sardegna... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,-1,"0","0","0","0","0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
57,32,Sicilia,sicilia,"","0","0",joomla.level,1,1,1,8,1,15,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Sicilia... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,3,5,6515,8717,1651166897,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""]}"
58,32,Toscana,toscana,"","0","0",joomla.level,1,1,1,8,1,16,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Toscana... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,5,13,6509,8706,1648227747,"0",{}
59,32,Trentino Alto Adige,trentino-alto-adige,"","0","0",joomla.level,1,1,1,8,1,17,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Trentino Alto Adige... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,4,13,6461,8580,1627472415,"0",{}
60,32,Umbria,umbria,"","0","0",joomla.level,1,1,1,8,1,18,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Umbria... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,3,13,6179,8092,1574023450,"0",{}
61,32,Valle d'Aosta,valle-d-aosta,"","0","0",joomla.level,1,1,1,8,1,19,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Valle d'Aosta... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,"0","0","0","0","0","0",{}
62,32,Veneto,veneto,"","0","0",joomla.level,1,1,1,8,1,20,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0","Cicloturismo e viaggi in bici in Veneto... diari di viaggio, itinerari e consigli","","","","0",lastpost,default,2,10,6455,8575,1626874127,"0",{}
63,1,In viaggio col cane,in-viaggio-col-cane,"","0","0",joomla.level,1,1,1,8,1,5,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Informazioni e suggestioni per iniziare a fare cicloturismo con i nostri amici a 4 zampe,"","","","0",lastpost,default,2,10,6392,8458,1618038170,"0","{""display"":{""index"":{""parent"":""3"",""children"":""3""}}}"
64,9,Francia,francia,"","0","0",joomla.level,1,1,1,8,1,2,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Cicloturismo e viaggi in bici in Francia: consigli e itinerari,"","","","0",lastpost,default,"0",13,6298,8243,1592383738,"0","{""display"":{""index"":{""parent"":""3"",""children"":""3""}}}"
65,9,Germania,germania,"","0","0",joomla.level,1,1,1,8,1,3,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Cicloturismo e viaggi in bici in Germania: consigli e itinerari,"","","","0",lastpost,default,2,10,5963,6432,1562231132,"0","{""display"":{""index"":{""parent"":""3"",""children"":""3""}}}"
66,9,Balcani,balcani,"","0","0",joomla.level,1,1,1,8,1,1,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Cicloturismo e viaggi in bici nei Balcani: consigli e itinerari,"","","","0",lastpost,default,2,8,6474,8616,1635082583,"0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""],""display"":{""index"":{""parent"":""3"",""children"":""3""}}}"
67,9,Regno Unito,regno-unito-2,"","0","0",joomla.level,1,1,1,8,1,4,1,THIS,"0",1000-01-01 00:00:00,"0","0","0","0",Cicloturismo e viaggi in bici nel Regno Unito: consigli e itinerari,"","","","0",lastpost,default,-1,"0","0","0","0","0","{""access_post"":[""6"",""2"",""8""],""access_reply"":[""6"",""2"",""8""],""display"":{""index"":{""parent"":""3"",""children"":""3""}}}"
